Team,Race Date,Race Name,Product Rank,Product Name,Product Link,Current Price,Previous Price,Price Change,Team Cumulative Placement,Team Placement Change,Mercedes Driver HAM Pos,Mercedes Driver BOT Pos,Red Bull Driver VER Pos,Red Bull Driver PER Pos,Ferrari Driver SAI Pos,Ferrari Driver LEC Pos,McLaren Driver NOR Pos,McLaren Driver RIC Pos,Alpine Driver ALO Pos,Alpine Driver OCO Pos,AlphaTauri Driver GAS Pos,AlphaTauri Driver TSU Pos,Aston Martin Driver VET Pos,Aston Martin Driver STR Pos,Williams Driver RUS Pos,Williams Driver LAT Pos,Alfa Romeo Driver RAI Pos,Alfa Romeo Driver GIO Pos,Haas Driver MSC Pos,Haas Driver MAZ Pos,Gender Category
Mercedes,Mar 26 - 28,Bahrain GP,11,F1 Collectible Race Car Mercedes AMG | Mercedes-AMG F1 Team Race Car [71049-2],https://www.amazon.com/F1-McLaren-Essentials-Logo-Dark/dp/B08X1434TJ/ref=sr_1_31_mod_primary_new?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-31,$11.23,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Unisex
Mercedes,Mar 26 - 28,Bahrain GP,12,F1 2024 Team Baseball Hat- Black/White,https://www.amazon.com/F1-McLaren-Essentials-Logo-Dark/dp/B08X1434TJ/ref=sr_1_31_mod_primary_new?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-31,$55.00,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Unisex
Mercedes,Mar 26 - 28,Bahrain GP,13,F1 Men's 2024 Team Driver Tshirt - White - Size: XXL,https://www.amazon.com/F1-McLaren-Essentials-Logo-Dark/dp/B08X1434TJ/ref=sr_1_31_mod_primary_new?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-31,$29.99,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Men
Mercedes,Mar 26 - 28,Bahrain GP,14,"Premium Formula 1 2024 Mercedes-AMG Petronas F1 Team Die-Cast Car Collection, Metal Model Cars #44 and #63",https://www.amazon.com/F1-McLaren-Essentials-Logo-Dark/dp/B08X1434TJ/ref=sr_1_31_mod_primary_new?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-31,$30.45,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Unisex
Mercedes,Mar 26 - 28,Bahrain GP,15,Formula 1 Mens Mercedes - Amg Petronas Formula 1 Team Alphaskin T-Shirt,https://www.amazon.com/s?k=Mercedes+F1+2021+Formula+1+Mens+Mercedes+-+Amg+Petronas+Formula+1+Team+Alphaskin+T-Shirt,$49.95,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Men
Mercedes,Mar 26 - 28,Bahrain GP,16,"F1 Keychain (2-Pack Silver & Black), Cool 3D Metal Racing Model Keychain for Gifts for Yourself or Your Boyfriend, Husband, Father, Driver and All Fans Who Love F1 & Formula One",https://www.amazon.com/cuttnell-F1-Keychain-Yourself-Boyfriend/dp/B0F7LW5K95/ref=sr_1_10?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sr=8-10,$5.99,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Unisex
Mercedes,Mar 26 - 28,Bahrain GP,17,Formula One Team - 2023 Lewis Hamilton Driver Hat - Peach - Unisex - Size: One size,https://www.amazon.com/s?k=Mercedes+F1+2021+Formula+One+Team+-+2023+Lewis+Hamilton+Driver+Hat+-+Peach+-+Unisex+-+Size%3A+One+size,$24.99,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Unisex
Mercedes,Mar 26 - 28,Bahrain GP,18,Mercedes AMG Petronas F1 Hat Green,https://www.amazon.com/Mercedes-AMG-Petronas-Formula-Team/dp/B0BS9X7RTF/ref=sr_1_46?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sr=8-46,$29.99,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Unisex
Mercedes,Mar 26 - 28,Bahrain GP,19,Racer Hat,https://www.amazon.com/Mercedes-AMG-Petronas-Formula-Team/dp/B0BS9ZKDH4/ref=sr_1_25?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sr=8-25,$39.99,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Unisex
Mercedes,Mar 26 - 28,Bahrain GP,20,"Hot Wheels Mercedes-AMG Petronas Formula One Team, Track Aces 1/5, 59/250, 1:64 Scale Diecast Vehicle",https://www.amazon.com/Wheels-Mercedes-AMG-Petronas-Formula-Track/dp/B0FH32RPNQ/ref=sr_1_16?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sr=8-16,$14.99,,,4.0,,1,3,2,5,8,6,4,7,Ret,13,Ret,9,15,10,14,Ret,11,12,,Ret,Unisex
Mercedes,Apr 16 - 18,Emilia Romagna GP,1,"Mercedes AMG Petronas F1 Sherpa Blanket – Official Formula 1 Merchandise, Ultra Soft Fleece Throw with Warm Sherpa Reverse, Premium Cozy Blanket for Sofa Bed Travel, 47x59 in",https://www.amazon.com/Mercedes-AMG-Petronas-Sherpa-Blanket/dp/B0G3XPLP6S/ref=sr_1_4?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sr=8-4,$34.99,$34.99,$0.00,2.0,-2.0,2,Ret,1,11,5,4,3,6,10,9,7,12,Ret,8,Ret,Ret,13,14,,17,Unisex
Mercedes,Apr 16 - 18,Emilia Romagna GP,2,"Speed Champions Mercedes-AMG F1 W15 Race Car Toy - Building Set for Kids, Boys & Girls, Ages 10+ - Toy Car for F1 Fans - Gift Idea for Birthday - 77244",https://www.amazon.com/F1-McLaren-Essentials-Logo-Dark/dp/B08X1434TJ/ref=sr_1_31_mod_primary_new?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-31,$21.99,$21.99,$0.00,2.0,-2.0,2,Ret,1,11,5,4,3,6,10,9,7,12,Ret,8,Ret,Ret,13,14,,17,Unisex
Mercedes,Apr 16 - 18,Emilia Romagna GP,3,Red Bull Racing F1 Men's 2025 Team Polo Shirt,https://www.amazon.com/F1-McLaren-Essentials-Logo-Dark/dp/B08X1434TJ/ref=sr_1_31_mod_primary_new?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-31,$44.32,$44.32,$0.00,2.0,-2.0,2,Ret,1,11,5,4,3,6,10,9,7,12,Ret,8,Ret,Ret,13,14,,17,Men
Mercedes,Apr 16 - 18,Emilia Romagna GP,4,F1 2024 Men's Team Polo Shirt - White/Black,https://www.amazon.com/F1-McLaren-Essentials-Logo-Dark/dp/B08X1434TJ/ref=sr_1_31_mod_primary_new?dib=eyJ2IjoiMSJ9.1aLXREvB-SXjUUAKQinDWcBTexVyQFH2Xd10OQ7nZLI0N6bqXJJQCIO3TGa7_PkwZe7gLDSdm9Dd10Z6UrMsj1QsHu_LlqHfeqiuWJ0MlnzTPhQt6hYjU0l6BocMZuAH3j6nOyAXjuhmOw0EK35YRWsGUdULXM-TbVimvSAbLBRK53ZXvJHkjPm1IiiQkkycq2bGERitYhepidFi8On6LU6ahiS8tFcARuxzl9fJAgJbxqojJAVZhPVEB4HNNKCqerkMia2m3uPwp6sL0Q3wThu4pDAmT-sI8QrOfJNwPrU.lYZxBFNHGMRLPA3eFCmpPQsoA5POCynw_pUQWw2uZxQ&dib_tag=se&keywords=Mercedes+F1+racing+team+2021+product&qid=1777391087&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-31,$39.99,$39.99,$0.00,2.0,-2.0,2,Ret,1,11,5,4,3,6,10,9,7,12,Ret,8,Ret,Ret,13,14,,17,Men
